client_id,credit_limit_initial,credit_limit,add_product,mp_first_login,mp_last_login,tp_num,cl_age,education_id,gender_id,marital_status_id,employment_status_cd,city_population_category,app_channel
71191936,15000.00,30000.00,Халва + ДК,NULL,NULL,NULL,32,-1,2,-1,UNK,0 – 100 тыс,Walk In Sales
71192908,15000.00,60000.00,Халва + Вклад,2018-04-16 00:00:00.000,2019-02-25 00:00:00.000,2,41,6,1,2,EME,100 – 300 тыс,Walk In Sales
71193798,20000.00,20000.00,Халва,2018-04-16 00:00:00.000,2019-03-12 00:00:00.000,NULL,31,6,2,2,EME,0 – 100 тыс,Walk In Sales
71194045,15000.00,15000.00,Халва + Вклад,2018-04-16 00:00:00.000,2019-03-10 00:00:00.000,NULL,54,6,1,4,EME,100 – 300 тыс,Walk In Sales
71194942,20000.00,20000.00,Халва + ДК,NULL,NULL,NULL,68,6,2,3,PNS,0 – 100 тыс,Walk In Sales
71196172,15000.00,15000.00,Халва + Вклад,2018-04-19 00:00:00.000,2019-03-11 00:00:00.000,NULL,56,6,2,1,EME,>700 тыс,Walk In Sales
71202791,30000.00,30000.00,Халва,2018-04-18 00:00:00.000,2019-03-04 00:00:00.000,NULL,29,-1,2,2,OTH,>700 тыс,Internet Sales
71216132,30000.00,30000.00,Халва + ДК,2018-04-21 00:00:00.000,2019-03-07 00:00:00.000,NULL,40,6,2,3,EME,100 – 300 тыс,Internet Sales
71218315,15000.00,30000.00,Халва,2018-04-17 00:00:00.000,2019-03-11 00:00:00.000,NULL,43,6,2,3,EME,100 – 300 тыс,Internet Sales
71220116,15000.00,60000.00,Халва + Вклад,2018-05-15 00:00:00.000,2018-08-15 00:00:00.000,NULL,62,3,1,4,PNS,100 – 300 тыс,Call Center
71221353,60000.00,60000.00,Халва,2018-04-23 00:00:00.000,2019-03-11 00:00:00.000,NULL,48,3,1,2,PNS,0 – 100 тыс,Internet Sales
71249722,30000.00,30000.00,Халва,2018-04-21 00:00:00.000,2019-03-11 00:00:00.000,NULL,44,3,2,2,EME,0 – 100 тыс,Walk In Sales
71252195,45000.00,90000.00,Халва,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,1,45,3,2,2,EME,0 – 100 тыс,Walk In Sales
71253399,20000.00,20000.00,Халва + Вклад,2018-04-17 00:00:00.000,2019-03-11 00:00:00.000,NULL,32,6,1,2,EME,300 – 700 тыс,Walk In Sales
71254900,15000.00,15000.00,Халва,2018-04-17 00:00:00.000,2019-03-07 00:00:00.000,NULL,38,3,1,3,EME,0 – 100 тыс,Walk In Sales
71255983,120000.00,120000.00,Халва,2018-04-17 00:00:00.000,2019-03-11 00:00:00.000,NULL,39,6,2,3,EME,300 – 700 тыс,DSA
71257791,44999.90,45000.00,Халва + Автокредит,2018-04-22 00:00:00.000,2019-03-12 00:00:00.000,NULL,32,6,2,2,EME,>700 тыс,AutoCred
71257820,45000.00,60000.00,Халва + Автокредит,2018-05-27 00:00:00.000,2019-03-08 00:00:00.000,2,24,3,1,1,EME,>700 тыс,AutoCred
71258755,45000.00,45000.00,Халва + Автокредит,2018-04-20 00:00:00.000,2019-03-09 00:00:00.000,NULL,27,6,2,1,EME,>700 тыс,AutoCred
71321181,45000.00,90000.00,Халва,2018-05-05 00:00:00.000,2019-03-11 00:00:00.000,2,26,6,1,1,EME,>700 тыс,Walk In Sales
71330628,15000.00,15000.00,Халва + Вклад,2018-04-18 00:00:00.000,2019-03-11 00:00:00.000,NULL,37,-1,2,1,UNK,>700 тыс,Walk In Sales
71332061,30000.00,30000.00,Халва,2018-06-13 00:00:00.000,2019-02-02 00:00:00.000,NULL,60,6,2,3,EME,300 – 700 тыс,Internet Sales
71334371,90000.00,90000.00,Халва,2018-04-18 00:00:00.000,2019-02-27 00:00:00.000,NULL,23,3,-1,1,EME,100 – 300 тыс,Internet Sales
71336584,15000.00,15000.00,Халва,2018-04-18 00:00:00.000,2019-03-05 00:00:00.000,NULL,58,6,1,3,PNS,>700 тыс,Internet Sales
71336773,15000.00,60000.00,Халва,2018-04-18 00:00:00.000,2019-03-05 00:00:00.000,NULL,33,3,2,1,EME,100 – 300 тыс,Internet Sales
71337255,120000.00,120000.00,Халва,2018-05-30 00:00:00.000,2019-03-12 00:00:00.000,NULL,35,6,1,1,EME,300 – 700 тыс,Internet Sales
71337445,75000.00,75000.00,Халва,2018-04-18 00:00:00.000,2019-03-12 00:00:00.000,NULL,43,-1,2,2,OTH,>700 тыс,УРМ
71386762,15000.00,15000.00,Халва + Вклад,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,NULL,74,3,1,3,PNS,>700 тыс,Call Center
71388149,20000.00,20000.00,Халва,2019-01-18 00:00:00.000,2019-03-08 00:00:00.000,NULL,30,6,1,2,EME,300 – 700 тыс,Internet Sales
71408989,60000.00,60000.00,Халва + Вклад,2018-04-19 00:00:00.000,2019-03-05 00:00:00.000,NULL,50,-1,2,2,UNK,>700 тыс,Walk In Sales
71412812,15000.00,15000.00,Халва + Вклад,2018-12-05 00:00:00.000,2019-02-25 00:00:00.000,NULL,37,6,1,2,EME,>700 тыс,Walk In Sales
71413570,20000.00,60000.00,Халва + ДКПЗА,2018-05-18 00:00:00.000,2019-03-06 00:00:00.000,1,46,3,1,5,EME,100 – 300 тыс,Walk In Sales
71416079,30000.00,30000.00,Халва,2018-04-19 00:00:00.000,2019-03-07 00:00:00.000,NULL,38,-1,1,1,OTH,100 – 300 тыс,DSA
71416308,75000.00,100000.00,Халва,2018-04-19 00:00:00.000,2019-03-09 00:00:00.000,2,42,-1,1,1,PNS,>700 тыс,УРМ
71416343,75000.00,75000.00,Халва,2018-04-19 00:00:00.000,2019-03-08 00:00:00.000,NULL,48,-1,1,1,OTH,300 – 700 тыс,УРМ
71420004,60000.00,90000.00,Халва,2018-04-23 00:00:00.000,2019-03-11 00:00:00.000,NULL,37,4,2,1,EME,>700 тыс,Representative
71427582,60000.00,60000.00,Халва,2018-05-03 00:00:00.000,2019-03-10 00:00:00.000,NULL,54,6,2,2,PNS,>700 тыс,Internet Sales
71483741,45000.00,60000.00,Халва,2018-04-20 00:00:00.000,2019-03-11 00:00:00.000,2,41,3,2,2,EME,300 – 700 тыс,Walk In Sales
71483927,15000.00,60000.00,Халва,2018-04-20 00:00:00.000,2019-03-08 00:00:00.000,NULL,31,3,1,2,EME,0 – 100 тыс,Call Center
71484767,15000.00,15000.00,Халва,2019-02-08 00:00:00.000,2019-02-08 00:00:00.000,NULL,36,3,1,3,EME,0 – 100 тыс,Walk In Sales
71486430,15000.00,15000.00,Халва + Вклад,2018-04-20 00:00:00.000,2019-03-08 00:00:00.000,NULL,47,-1,1,1,UNK,>700 тыс,Call Center
71486967,15000.00,30000.00,Халва + ДК,2018-04-20 00:00:00.000,2019-03-10 00:00:00.000,2,67,3,1,2,PNS,100 – 300 тыс,Call Center
71488228,15000.00,15000.00,Халва + Вклад,2018-05-04 00:00:00.000,2019-03-10 00:00:00.000,NULL,38,-1,1,2,UNK,>700 тыс,Walk In Sales
71488234,15000.00,30000.00,Халва + ДК,NULL,NULL,NULL,60,2,1,2,PNW,0 – 100 тыс,Walk In Sales
71490440,30000.00,30000.00,Халва,2018-04-20 00:00:00.000,2019-03-05 00:00:00.000,NULL,25,6,2,1,EME,>700 тыс,DSA
71500565,15000.00,15000.00,Халва,2018-04-24 00:00:00.000,2019-03-07 00:00:00.000,NULL,30,3,2,1,EME,>700 тыс,Internet Sales
71516423,15000.00,15000.00,Халва,NULL,NULL,NULL,60,6,1,4,PNW,>700 тыс,Internet Sales
71530272,120000.00,120000.00,Халва,2018-04-25 00:00:00.000,2019-03-10 00:00:00.000,NULL,39,6,2,2,EME,300 – 700 тыс,Internet Sales
71535598,120000.00,120000.00,Халва,2018-04-23 00:00:00.000,2019-03-10 00:00:00.000,NULL,47,6,2,2,BUS,300 – 700 тыс,Internet Sales
71542699,75000.00,75000.00,Халва + Автокредит,2018-04-26 00:00:00.000,2019-03-12 00:00:00.000,NULL,37,3,2,2,EME,>700 тыс,AutoCred
71557823,120000.00,120000.00,Халва,2018-04-21 00:00:00.000,2019-03-10 00:00:00.000,1,43,6,2,2,EME,100 – 300 тыс,Walk In Sales
71559110,15000.00,15000.00,Халва + Вклад,2018-04-22 00:00:00.000,2019-02-20 00:00:00.000,NULL,39,6,1,2,EME,100 – 300 тыс,Walk In Sales
71559922,20000.00,20000.00,Халва,2018-04-21 00:00:00.000,2019-02-06 00:00:00.000,NULL,69,6,2,2,PNS,>700 тыс,Walk In Sales
71560287,45000.00,45000.00,Халва + Вклад,2018-04-21 00:00:00.000,2019-03-12 00:00:00.000,NULL,47,6,2,2,EME,0 – 100 тыс,Walk In Sales
71560357,30000.00,100000.00,Халва,2018-04-21 00:00:00.000,2019-03-08 00:00:00.000,1,50,6,1,3,EME,0 – 100 тыс,Walk In Sales
71562126,30000.00,30000.00,Халва,2018-04-23 00:00:00.000,2019-03-11 00:00:00.000,NULL,37,-1,2,2,OTH,NULL,Internet Sales
71577332,15000.00,60000.00,Халва + ДК,2018-04-24 00:00:00.000,2019-03-10 00:00:00.000,1,39,-1,1,-1,UNK,300 – 700 тыс,Internet Sales
71594788,45000.00,75000.00,Халва,2018-04-26 00:00:00.000,2019-03-07 00:00:00.000,2,32,2,2,2,EME,0 – 100 тыс,Internet Sales
71595496,45000.00,45000.00,Халва + Вклад,2018-04-22 00:00:00.000,2019-02-27 00:00:00.000,NULL,41,6,1,2,EME,100 – 300 тыс,Walk In Sales
71599100,45000.00,45000.00,Халва,2018-04-23 00:00:00.000,2019-03-10 00:00:00.000,NULL,32,6,2,2,EME,300 – 700 тыс,Internet Sales
71605547,20000.00,90000.00,Халва,2018-04-28 00:00:00.000,2019-03-05 00:00:00.000,2,30,-1,2,-1,UNK,>700 тыс,Call Center
71633606,45000.00,45000.00,Халва,2018-04-24 00:00:00.000,2019-03-07 00:00:00.000,NULL,38,6,1,2,EME,300 – 700 тыс,Internet Sales
71633631,75000.00,75000.00,Халва,2018-04-24 00:00:00.000,2019-03-12 00:00:00.000,NULL,33,3,1,2,EME,300 – 700 тыс,Internet Sales
71678217,15000.00,15000.00,Халва + Супер+,2018-05-27 00:00:00.000,2019-02-26 00:00:00.000,NULL,37,3,1,2,EME,>700 тыс,Internet Sales
71698542,15000.00,15000.00,Халва,2018-04-24 00:00:00.000,2018-04-24 00:00:00.000,NULL,62,2,1,2,PNS,0 – 100 тыс,Walk In Sales
71703255,15000.00,15000.00,Халва + Вклад,2018-06-27 00:00:00.000,2019-03-07 00:00:00.000,NULL,47,6,1,2,BUS,300 – 700 тыс,Walk In Sales
71703686,15000.00,15000.00,Халва + ДК,2018-04-24 00:00:00.000,2019-03-08 00:00:00.000,NULL,54,3,1,2,PNS,>700 тыс,Walk In Sales
71732576,20000.00,20000.00,Халва,2018-04-27 00:00:00.000,2019-03-10 00:00:00.000,NULL,52,3,1,2,EME,300 – 700 тыс,Internet Sales
71732851,30000.00,30000.00,Халва,2018-06-26 00:00:00.000,2018-06-26 00:00:00.000,NULL,48,3,1,1,EME,300 – 700 тыс,Internet Sales
71779778,20000.00,20000.00,Халва,2018-04-25 00:00:00.000,2019-03-07 00:00:00.000,NULL,21,3,1,1,EME,0 – 100 тыс,Internet Sales
71780035,30000.00,30000.00,Халва,2018-04-25 00:00:00.000,2019-03-11 00:00:00.000,1,31,3,1,2,EME,100 – 300 тыс,Walk In Sales
71780468,30000.00,60000.00,Халва + Вклад,2018-04-25 00:00:00.000,2019-03-09 00:00:00.000,NULL,48,-1,1,-1,UNK,100 – 300 тыс,Call Center
71780705,45000.00,45000.00,Халва,2018-04-25 00:00:00.000,2019-03-10 00:00:00.000,NULL,28,3,1,2,EME,300 – 700 тыс,Internet Sales
71782802,30000.00,100000.00,Халва + ДК,2018-05-18 00:00:00.000,2019-03-05 00:00:00.000,1,52,3,1,4,PNW,100 – 300 тыс,Walk In Sales
71783194,15000.00,15000.00,Халва,2018-04-25 00:00:00.000,2019-03-10 00:00:00.000,NULL,38,6,2,2,EME,300 – 700 тыс,Walk In Sales
71783207,15000.00,15000.00,Халва,2018-06-25 00:00:00.000,2019-03-06 00:00:00.000,NULL,69,6,2,2,PNS,>700 тыс,Internet Sales
71785162,15000.00,100000.00,Халва,2018-04-25 00:00:00.000,2019-03-12 00:00:00.000,NULL,49,3,2,2,EME,0 – 100 тыс,Call Center
71794503,90000.00,90000.00,Халва,2018-05-04 00:00:00.000,2019-03-04 00:00:00.000,NULL,31,6,1,1,BUS,>700 тыс,Internet Sales
71797310,30000.00,60000.00,Халва,2018-05-05 00:00:00.000,2019-03-12 00:00:00.000,NULL,31,3,1,1,EME,300 – 700 тыс,Internet Sales
71810313,30000.00,30000.00,Халва,2018-04-28 00:00:00.000,2019-03-08 00:00:00.000,NULL,32,6,1,1,EME,300 – 700 тыс,Internet Sales
71817533,15000.00,30000.00,Халва + ДК,2018-05-18 00:00:00.000,2019-03-08 00:00:00.000,NULL,34,3,1,2,EME,0 – 100 тыс,Internet Sales
71834955,45000.00,45000.00,Халва,2018-04-27 00:00:00.000,2019-03-11 00:00:00.000,NULL,33,6,2,2,EME,0 – 100 тыс,Internet Sales
71837445,30000.00,30000.00,Халва,2018-04-27 00:00:00.000,2019-03-11 00:00:00.000,NULL,57,6,1,4,EME,>700 тыс,Internet Sales
71841282,20000.00,20000.00,Халва,2018-05-21 00:00:00.000,2018-05-21 00:00:00.000,NULL,51,3,2,2,EME,300 – 700 тыс,Internet Sales
71841532,30000.00,60000.00,Халва,2018-05-02 00:00:00.000,2019-02-20 00:00:00.000,NULL,27,3,1,2,EME,300 – 700 тыс,Internet Sales
71859048,15000.00,15000.00,Халва,2018-04-26 00:00:00.000,2019-02-12 00:00:00.000,NULL,47,6,2,2,EME,300 – 700 тыс,Walk In Sales
71860385,15000.00,15000.00,Халва + Вклад,2019-01-08 00:00:00.000,2019-02-20 00:00:00.000,NULL,44,3,2,2,EME,300 – 700 тыс,Walk In Sales
74649323,15000.00,15000.00,Халва + Вклад,2018-09-11 00:00:00.000,2019-03-11 00:00:00.000,NULL,28,6,2,1,EME,100 – 300 тыс,Walk In Sales
74651248,20000.00,20000.00,Халва,2018-05-30 00:00:00.000,2019-03-12 00:00:00.000,NULL,37,6,1,2,EME,0 – 100 тыс,Walk In Sales
74651981,20000.00,20000.00,Халва,2018-06-19 00:00:00.000,2019-03-10 00:00:00.000,NULL,29,3,1,2,EME,100 – 300 тыс,Walk In Sales
74652132,15000.00,15000.00,Халва + Вклад,2018-06-02 00:00:00.000,2019-03-11 00:00:00.000,NULL,31,-1,1,2,UNK,>700 тыс,Walk In Sales
74652484,15000.00,15000.00,Халва,2018-05-30 00:00:00.000,2019-02-23 00:00:00.000,NULL,55,3,1,1,PNS,>700 тыс,Walk In Sales
74652698,15000.00,15000.00,Халва + Вклад,NULL,NULL,NULL,68,6,2,2,PNS,100 – 300 тыс,Walk In Sales
74659445,45000.00,45000.00,Халва + Автокредит,2018-06-27 00:00:00.000,2019-03-11 00:00:00.000,NULL,33,3,2,2,EME,300 – 700 тыс,AutoCred
74673369,15000.00,15000.00,Халва,2018-06-05 00:00:00.000,2019-03-09 00:00:00.000,NULL,39,-1,2,1,OTH,300 – 700 тыс,Internet Sales
74673488,30000.00,30000.00,Халва,2018-06-02 00:00:00.000,2018-09-16 00:00:00.000,NULL,49,2,1,2,EME,100 – 300 тыс,Internet Sales
74673619,15000.00,15000.00,Халва,2018-05-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,32,-1,1,1,OTH,>700 тыс,Internet Sales
74673658,50000.00,50000.00,Халва,2018-06-01 00:00:00.000,2019-03-06 00:00:00.000,NULL,30,-1,1,1,OTH,100 – 300 тыс,DSA
74684761,20000.00,20000.00,Халва,2018-06-01 00:00:00.000,2019-03-07 00:00:00.000,NULL,30,3,1,2,EME,>700 тыс,Walk In Sales
74718738,15000.00,15000.00,Халва,2018-05-31 00:00:00.000,2019-02-27 00:00:00.000,NULL,27,6,1,2,EME,100 – 300 тыс,Walk In Sales
74770029,15000.00,60000.00,Халва,2018-05-31 00:00:00.000,2019-03-06 00:00:00.000,NULL,40,2,2,5,EME,0 – 100 тыс,Walk In Sales
74800140,15000.00,15000.00,Халва + Вклад,2018-06-19 00:00:00.000,2019-02-28 00:00:00.000,NULL,51,-1,1,3,UNK,300 – 700 тыс,Walk In Sales
74813089,45000.00,90000.00,Халва,2018-05-31 00:00:00.000,2019-02-10 00:00:00.000,NULL,40,6,1,2,EME,100 – 300 тыс,Internet Sales
74817438,60000.00,75000.00,Халва,2018-05-31 00:00:00.000,2019-03-11 00:00:00.000,1,62,3,1,4,PNW,0 – 100 тыс,Internet Sales
74824723,15000.00,15000.00,Халва + Вклад,2018-06-01 00:00:00.000,2019-03-10 00:00:00.000,NULL,48,-1,2,-1,UNK,>700 тыс,Walk In Sales
74827968,15000.00,15000.00,Халва + Вклад,2018-06-01 00:00:00.000,2019-03-11 00:00:00.000,NULL,55,-1,2,1,UNK,>700 тыс,Walk In Sales
74828093,15000.00,15000.00,Халва + Вклад,2018-06-01 00:00:00.000,2019-03-11 00:00:00.000,NULL,55,-1,2,2,UNK,>700 тыс,Walk In Sales
74828113,30000.00,30000.00,Халва,2018-07-31 00:00:00.000,2019-03-06 00:00:00.000,NULL,48,3,2,2,PNW,300 – 700 тыс,Internet Sales
74828579,15000.00,15000.00,Халва,2018-07-10 00:00:00.000,2019-03-01 00:00:00.000,NULL,27,3,1,3,EME,0 – 100 тыс,Walk In Sales
74832202,15000.00,15000.00,Халва + ДК,2019-01-11 00:00:00.000,2019-01-11 00:00:00.000,NULL,70,3,2,2,PNS,0 – 100 тыс,Walk In Sales
74834903,30000.00,30000.00,Халва + Вклад,2018-10-08 00:00:00.000,2018-12-24 00:00:00.000,NULL,63,3,1,2,PNS,0 – 100 тыс,Walk In Sales
74835018,15000.00,15000.00,Халва,2018-06-01 00:00:00.000,2019-03-12 00:00:00.000,NULL,31,3,2,2,EME,0 – 100 тыс,Walk In Sales
74836612,15000.00,15000.00,Халва + Вклад,2018-06-01 00:00:00.000,2019-03-11 00:00:00.000,NULL,36,3,1,2,EME,300 – 700 тыс,Internet Sales
74838128,30000.00,30000.00,Халва,2018-11-03 00:00:00.000,2019-03-11 00:00:00.000,NULL,23,3,1,2,EME,0 – 100 тыс,Internet Sales
71861069,15000.00,15000.00,Халва,2018-04-26 00:00:00.000,2019-03-10 00:00:00.000,NULL,56,2,1,2,PNS,0 – 100 тыс,Walk In Sales
71864343,75000.00,75000.00,Халва,2018-04-28 00:00:00.000,2019-03-12 00:00:00.000,NULL,55,-1,1,2,OTH,>700 тыс,Internet Sales
71864494,75000.00,75000.00,Халва,2018-05-01 00:00:00.000,2019-03-11 00:00:00.000,NULL,38,-1,2,2,OTH,300 – 700 тыс,DSA
71865065,75000.00,75000.00,Халва,2018-04-26 00:00:00.000,2019-03-10 00:00:00.000,NULL,32,-1,1,2,OTH,>700 тыс,УРМ
71869543,20000.00,20000.00,Халва,2018-04-27 00:00:00.000,2019-03-08 00:00:00.000,NULL,48,18,2,3,PNS,300 – 700 тыс,Internet Sales
71915682,75000.00,100000.00,Халва + Автокредит,2018-04-26 00:00:00.000,2019-03-09 00:00:00.000,2,48,2,1,1,EME,100 – 300 тыс,AutoCred
71923332,15000.00,15000.00,Халва + Вклад,2018-05-04 00:00:00.000,2019-03-11 00:00:00.000,NULL,34,6,1,3,EME,>700 тыс,Walk In Sales
71934228,15000.00,60000.00,Халва,2018-05-10 00:00:00.000,2019-03-09 00:00:00.000,NULL,30,6,1,1,EME,300 – 700 тыс,Walk In Sales
71934591,45000.00,100000.00,Халва,2018-04-27 00:00:00.000,2019-03-11 00:00:00.000,1,37,2,1,2,EME,300 – 700 тыс,Internet Sales
71940626,30000.00,30000.00,Халва,2018-05-04 00:00:00.000,2019-03-11 00:00:00.000,NULL,27,6,1,1,EME,300 – 700 тыс,Internet Sales
71941249,30000.00,30000.00,Халва,2018-04-27 00:00:00.000,2019-03-07 00:00:00.000,NULL,30,3,1,2,EME,0 – 100 тыс,Internet Sales
71941394,45000.00,45000.00,Халва,2018-04-27 00:00:00.000,2019-03-11 00:00:00.000,NULL,25,6,2,1,EME,>700 тыс,Internet Sales
71941478,50000.00,50000.00,Халва,2018-05-12 00:00:00.000,2019-03-12 00:00:00.000,NULL,52,-1,1,2,OTH,0 – 100 тыс,Internet Sales
71941550,15000.00,15000.00,Халва,2018-04-27 00:00:00.000,2019-03-10 00:00:00.000,NULL,38,-1,2,2,OTH,>700 тыс,СПО
71941680,30000.00,30000.00,Халва,2018-04-27 00:00:00.000,2019-03-11 00:00:00.000,NULL,39,6,2,2,EME,300 – 700 тыс,Internet Sales
71957911,75000.00,100000.00,Халва,2018-05-03 00:00:00.000,2019-03-11 00:00:00.000,1,48,-1,2,1,OTH,>700 тыс,Internet Sales
71963007,90000.00,90000.00,Халва,2018-04-28 00:00:00.000,2019-03-08 00:00:00.000,NULL,42,3,2,2,EME,300 – 700 тыс,Internet Sales
71981335,75000.00,75000.00,Халва,2018-05-12 00:00:00.000,2019-03-06 00:00:00.000,NULL,40,-1,1,2,OTH,300 – 700 тыс,DSA
72008998,60000.00,90000.00,Халва,2018-04-28 00:00:00.000,2019-03-11 00:00:00.000,NULL,32,4,1,2,EME,100 – 300 тыс,Internet Sales
72010144,30000.00,30000.00,Халва,2018-04-28 00:00:00.000,2019-03-11 00:00:00.000,NULL,37,3,1,2,EME,100 – 300 тыс,Internet Sales
72010456,15000.00,30000.00,Халва,2018-05-08 00:00:00.000,2019-03-01 00:00:00.000,NULL,24,3,1,3,EME,0 – 100 тыс,Walk In Sales
72011228,15000.00,15000.00,Халва,2018-04-28 00:00:00.000,2019-03-10 00:00:00.000,NULL,64,2,1,4,PNS,0 – 100 тыс,Internet Sales
72012201,15000.00,15000.00,Халва + Вклад,2018-04-30 00:00:00.000,2019-03-07 00:00:00.000,NULL,54,6,1,1,PNS,>700 тыс,Walk In Sales
72014295,40000.00,40000.00,Халва,2018-04-28 00:00:00.000,2019-03-06 00:00:00.000,1,33,-1,1,2,OTH,100 – 300 тыс,DSA
72014424,75000.00,75000.00,Халва,2018-04-28 00:00:00.000,2019-03-08 00:00:00.000,NULL,30,-1,2,2,OTH,300 – 700 тыс,УРМ
72014611,75000.00,75000.00,Халва,2018-04-28 00:00:00.000,2019-03-11 00:00:00.000,NULL,28,-1,2,2,OTH,>700 тыс,Internet Sales
72157938,15000.00,30000.00,Халва + ДК,2018-05-27 00:00:00.000,2019-03-11 00:00:00.000,1,52,2,2,2,PNS,300 – 700 тыс,Walk In Sales
72158246,20000.00,20000.00,Халва,2018-05-03 00:00:00.000,2019-03-11 00:00:00.000,NULL,27,3,1,1,EME,100 – 300 тыс,Walk In Sales
72185421,15000.00,30000.00,Халва,2018-10-19 00:00:00.000,2019-02-19 00:00:00.000,NULL,45,3,2,2,EME,100 – 300 тыс,Walk In Sales
72185472,90000.00,90000.00,Халва,2018-04-30 00:00:00.000,2019-03-10 00:00:00.000,NULL,48,6,2,2,EME,>700 тыс,Walk In Sales
72186544,15000.00,60000.00,Халва,2018-04-30 00:00:00.000,2019-03-06 00:00:00.000,NULL,33,6,1,2,EME,300 – 700 тыс,Internet Sales
72186794,120000.00,120000.00,Халва,2018-05-01 00:00:00.000,2019-02-28 00:00:00.000,1,52,6,2,2,EME,>700 тыс,Walk In Sales
72187420,30000.00,30000.00,Халва + ДК,2018-06-21 00:00:00.000,2019-03-08 00:00:00.000,NULL,53,3,1,2,EME,0 – 100 тыс,Walk In Sales
72188146,15000.00,15000.00,Халва,2018-12-13 00:00:00.000,2019-03-08 00:00:00.000,NULL,33,6,1,2,EME,0 – 100 тыс,Walk In Sales
72188692,75000.00,75000.00,Халва,2018-04-30 00:00:00.000,2019-03-08 00:00:00.000,NULL,30,-1,1,2,OTH,>700 тыс,УРМ
72189165,30000.00,30000.00,Халва,2018-05-01 00:00:00.000,2019-03-08 00:00:00.000,NULL,37,6,1,1,EME,>700 тыс,DSA
72193511,30000.00,30000.00,Халва,2018-05-04 00:00:00.000,2019-03-06 00:00:00.000,NULL,24,3,2,3,EME,0 – 100 тыс,Internet Sales
72244421,15000.00,15000.00,Халва,2018-05-12 00:00:00.000,2019-03-08 00:00:00.000,NULL,27,-1,1,3,OTH,0 – 100 тыс,Internet Sales
72246705,120000.00,120000.00,Халва,2018-05-20 00:00:00.000,2019-02-27 00:00:00.000,1,43,6,1,3,EME,>700 тыс,Internet Sales
72251554,15000.00,60000.00,Халва + ДК,2018-05-03 00:00:00.000,2018-05-03 00:00:00.000,NULL,47,3,1,2,EME,100 – 300 тыс,Internet Sales
72257920,60000.00,60000.00,Халва,2018-05-02 00:00:00.000,2019-03-11 00:00:00.000,NULL,49,6,2,2,EME,>700 тыс,Walk In Sales
72258367,75000.00,75000.00,Халва,2018-05-02 00:00:00.000,2019-03-12 00:00:00.000,NULL,30,-1,2,2,OTH,>700 тыс,УРМ
72258495,75000.00,100000.00,Халва,2018-05-02 00:00:00.000,2019-03-09 00:00:00.000,2,34,-1,1,1,OTH,300 – 700 тыс,УРМ
72274944,75000.00,100000.00,Халва,2018-05-09 00:00:00.000,2019-03-11 00:00:00.000,2,40,-1,1,-1,OTH,300 – 700 тыс,Call Center
72292860,15000.00,60000.00,Халва + ДК,2018-05-03 00:00:00.000,2019-03-06 00:00:00.000,2,30,-1,1,-1,UNK,>700 тыс,Internet Sales
72298305,15000.00,30000.00,Халва + ДК,NULL,NULL,NULL,50,3,1,2,PNW,300 – 700 тыс,Walk In Sales
72299288,20000.00,20000.00,Халва + Вклад,2018-05-08 00:00:00.000,2019-03-09 00:00:00.000,NULL,52,2,2,2,PNW,100 – 300 тыс,Walk In Sales
72300798,50000.00,50000.00,Халва,2018-05-03 00:00:00.000,2019-03-10 00:00:00.000,NULL,31,-1,1,2,OTH,100 – 300 тыс,УРМ
72300838,75000.00,75000.00,Халва,2018-05-04 00:00:00.000,2019-02-27 00:00:00.000,NULL,32,-1,1,-1,UNK,>700 тыс,УРМ
72301024,30000.00,30000.00,Халва,2018-05-10 00:00:00.000,2019-03-09 00:00:00.000,NULL,41,-1,2,3,OTH,0 – 100 тыс,Internet Sales
72307181,20000.00,20000.00,Халва,2018-05-07 00:00:00.000,2019-03-10 00:00:00.000,NULL,53,3,2,2,EME,>700 тыс,Internet Sales
72363696,15000.00,15000.00,Халва + Вклад,2018-05-10 00:00:00.000,2019-03-10 00:00:00.000,NULL,33,-1,2,2,UNK,100 – 300 тыс,Walk In Sales
72363865,30000.00,30000.00,Халва,2018-05-01 00:00:00.000,2019-03-11 00:00:00.000,NULL,39,6,2,2,EME,300 – 700 тыс,Internet Sales
72365141,15000.00,15000.00,Халва + Вклад,2018-06-05 00:00:00.000,2019-02-14 00:00:00.000,NULL,54,6,2,1,PNS,>700 тыс,Walk In Sales
72365709,30000.00,90000.00,Халва,2018-09-20 00:00:00.000,2018-09-20 00:00:00.000,NULL,39,6,2,2,EME,300 – 700 тыс,Walk In Sales
72365871,15000.00,15000.00,Халва + Вклад,2018-05-13 00:00:00.000,2019-02-19 00:00:00.000,NULL,24,-1,2,-1,UNK,0 – 100 тыс,Walk In Sales
72366963,15000.00,15000.00,Халва + Вклад,2018-05-04 00:00:00.000,2019-03-11 00:00:00.000,NULL,51,-1,1,1,UNK,>700 тыс,Walk In Sales
72367025,15000.00,15000.00,Халва,2018-05-04 00:00:00.000,2019-03-11 00:00:00.000,NULL,48,3,1,1,EME,>700 тыс,Walk In Sales
72368209,15000.00,15000.00,Халва,2018-05-23 00:00:00.000,2019-03-02 00:00:00.000,NULL,33,6,1,2,EME,100 – 300 тыс,Walk In Sales
